spanish_frequency_5000
,,,
rank,word,pos,definition
1778,fino,adj,"fine, delicate"
1779,humo,nm,smoke
1780,apagar,v,"to turn off, extinguish"
1781,consultar,v,to consult
1782,justo,adj,"fair, just"
1783,enamorar,v,to fall in love
1784,borde,nm,edge
1785,aparición,nf,"appearance, apparition"
1786,regreso,nm,return
1787,reclamar,v,"to demand, require"
1788,obrero,nm/f,"worker, laborer"
1789,escalera,nf,"stairs, ladder"
1790,cura,nmf,"priest (m), cure (f)"
1791,universal,adj,universal
1792,latino,adj,Latin
1793,suave,adj,"soft, gentle, mild"
1794,efectivamente,adv,"in fact, actually, indeed"
1795,judicial,adj,judicial
1796,amenazar,v,to threaten
1797,motor,nm,"engine, motor"
1798,acostar,v,to put/go to bed
1799,arrojar,v,"to throw, fling"
1800,triunfo,nm,"triumph, victory"
1801,brillante,adj,"brilliant, shiny, sparkling"
1802,vacío,nm,"emptiness, void"
1803,bolsillo,nm,pocket
1804,negativo,adj,"negative, pessimistic"
1805,repente,adv,de + r.: suddenly
1806,identidad,nf,identity
1807,alrededor,nm,"surrounding area, vicinity"
1808,plato,nm,"plate, dish"
1809,municipal,adj,"municipal, town"
1810,caliente,adj,"hot, warm, spirited"
1811,curioso,adj,"curious, strange"
1812,gasto,nm,"expense, expenditure"
1813,invierno,nm,winter
1814,pantalón,nm,"pants, trousers"
1815,variedad,nf,variety
1816,miércoles,nm,Wednesday
1817,impulsar,v,"to push, promote, drive"
1818,cansado,adj,"tired, tiresome"
1819,figurar,v,"to appear, represent, figure (in)"
1820,consumir,v,"to consume, take in"
1821,instalación,nf,"installation, facilities"
1822,cuidado,nm,"care, carefulness"
1823,reina,nf,queen
1824,experto,nm/f,expert
1825,asomar,v,"to appear, show, stick (out)"
1826,apreciar,v,to appreciate
1827,riqueza,nf,"riches, wealth"
1828,votar,v,to vote
1829,rincón,nm,"corner, nook"
1830,curiosidad,nf,"curiosity, quaintness"
1831,partida,nf,"game, match, departure"
1832,naturalmente,adv,naturally
1833,mental,adj,mental
1834,agencia,nf,"agency, branch"
1835,actuación,nf,"performance, acting"
1836,tasa,nf,"rate, fee, levy"
1837,manifestación,nf,"protest, manifestation"
1838,busca,nf,"search, hunt"
1839,rodilla,nf,knee
1840,convenir,v,"to be agreeable, be convenient"
1841,interpretación,nf,"interpretation, interpreting"
1842,diputado,nm/f,"deputy, member"
1843,lentamente,adv,slowly
1844,empresario,nm/f,"manager, entrepreneur"
1845,ruta,nf,route
1846,empujar,v,"to push, shove"
1847,destinar,v,"to assign, appoint"
1848,pintor,nm/f,painter
1849,criticar,v,to criticize
1850,archivo,nm,"archive, file, filing cabinet"
1851,caracterizar,v,"to characterize, portray"
1852,pantalla,nf,"screen, monitor"
1853,llave,nf,"key, faucet, wrench"
1854,sucio,adj,"dirty, filthy, underhanded"
1855,ánimo,nm,"zest, spirit, heart"
1856,conversar,v,"to converse, talk"
1857,carro,nm,"car, cart"
1858,alimentar,v,"to feed, support"
1859,tremendo,adj,"tremendous, dreadful, huge"
1860,dulce,adj,sweet
1861,armar,v,"to arm, put together"
1862,consciente,adj,"conscious, aware"
1863,impacto,nm,impact
1864,roca,nf,rock
1865,contemporáneo,adj,contemporary
1866,gastar,v,to spend (money)
1867,cola,nf,"line, queue, tail"
1868,crítico,adj,critical
1869,columna,nf,"column, spine"
1870,escala,nf,"scale, ladder, rank"
1871,humor,nm,"mood, humor"
1872,esencial,adj,essential
1873,camisa,nf,shirt
1874,muro,nm,"(outer) wall, rampart"
1875,rueda,nf,wheel
1876,sustancia,nf,"substance, essence"
1877,testigo,nm/f,witness
1878,botella,nf,"bottle, flask"
1879,aguantar,v,"to endure, put up with"
1880,estatal,adj,"state, government-owned"
1881,comunista,adj,communist
1882,denunciar,v,to denounce
1883,fumar,v,to smoke
1884,descender,v,to descend
1885,ejecutar,v,"to execute, carry out"
1886,inclinar,v,"to bow, tilt, incline"
1887,chileno,adj,Chilean
1888,acariciar,v,"to stroke, fondle, caress"
1889,espiritual,adj,spiritual
1890,justificar,v,"to justify, excuse"
1891,entorno,nm,"environment, surroundings"
1892,húmedo,adj,"humid, damp"
1893,sustituir,v,"to substitute, replace"
1894,verdaderamente,adv,truly
1895,llamado,nm,"call, calling"
1896,amenaza,nf,threat
1897,jornada,nf,"(working) day, shift"
1898,únicamente,adv,only
1899,perdido,adj,lost
1900,rayo,nm,"ray, beam, lightning"
1901,preferible,adj,preferable
1902,potencia,nf,"power, potential"
1903,conformar,v,to conform
1904,semejante,adj,"similar, such, alike"
1905,vidrio,nm,"glass, pane"
1906,imaginación,nf,"imagination, fantasy"
1907,oración,nf,prayer
1908,sobrevivir,v,"to survive, outlive"
1909,reflexión,nf,reflection
1910,pelear,v,"to fight, struggle"
1911,corredor,nm/f,"broker, corridor, runner"
1912,relativo,adj,relative
1913,esposo,nm,"husband, spouse"
1914,fruto,nm,"fruit, result"
1915,gloria,nf,"glory, fame"
1916,dimensión,nf,"dimension, size"
1917,correspondiente,adj,corresponding
1918,escoger,v,to choose
1919,externo,adj,"external, outward"
1920,violento,adj,violent
1921,junta,nf,"meeting, conference, seam"
1922,familiar,nm,relative
1923,claro,adv,"of course, clearly"
1924,conforme,prep,in agreement with
1925,fruta,nf,fruit
1926,protagonista,nc,"protagonist, main character"
1927,tropa,nf,"troops, forces"
1928,descubrimiento,nm,discovery
1929,sacerdote,nm,priest
1930,ligero,adj,"light (in weight), slight"
1931,avenida,nf,avenue
1932,reconocimiento,nm,"recognition, acknowledgment"
1933,respectar,v,to concern
1934,típico,adj,typical
1935,excepción,nf,exception
1936,ingeniero,nm/f,engineer
1937,pobreza,nf,"poverty, lack, scarcity"
1938,bar,nm,"(snack) bar, café"
1939,setenta,num,seventy
1940,significativo,adj,"significant, meaningful"
1941,fabricar,v,to manufacture
1942,quejar,v,to complain
1943,procurar,v,"to try, seek"
1944,cariño,nm,"love, affection"
1945,lucir,v,"to show (off), shine"
1946,débil,adj,weak
1947,calcular,v,"to calculate, figure out"
1948,oler,v,to smell
1949,contento,adj,"happy, content"
1950,continente,nm,continent
1951,conceder,v,"to grant, concede"
1952,anual,adj,"annual, yearly"
1953,alcance,nm,"reach, scope"
1954,monte,nm,mountain
1955,ceder,v,"to give way, yield"
1956,peseta,nf,peseta (money)
1957,jurídico,adj,"legal, juridical"
1958,tarjeta,nf,card
1959,temblar,v,"to tremble, shake"
1960,colonia,nf,"colony, cologne"
1961,sano,adj,"healthy, wholesome"
1962,plástico,nm,plastic
1963,registro,nm,"register, record"
1964,combinar,v,to combine
1965,firme,adj,"firm, steady"
1966,condenar,v,"to convict, condemn"
1967,ochenta,num,eighty
1968,liberar,v,"to free, liberate"
1969,tensión,nf,"tension, stress, strain"
1970,divino,adj,divine
1971,herida,nf,wound
1972,sesión,nf,"session, meeting"
1973,conectar,v,"to connect, plug in"
1974,evidentemente,adv,"evidently, obviously"
1975,oh,interj,oh
1976,fila,nf,"line, row, file"
1977,contexto,nm,context
1978,hilo,nm,"thread, yarn, wire"
1979,vergüenza,nf,embarrassment
1980,administrativo,adj,administrative
1981,engañar,v,"to trick, deceive"
1982,raza,nf,"race, lineage"
1983,cáncer,nm,cancer
1984,juntar,v,to bring together
1985,caída,nf,"fall, drop, falling"
1986,regalo,nm,"gift, present"
1987,castellano,adj,"Castilian, Spanish"
1988,angustia,nf,"anguish, distress"
1989,elaborar,v,"to make, develop"
1990,pronunciar,v,to pronounce
1991,templo,nm,"temple, church"
1992,peruano,adj,Peruvian
1993,tristeza,nf,sadness
1994,huevo,nm,egg
1995,ala,nf (el),"wing, flank"
1996,novia,nf,"girlfriend, bride"
1997,agradable,adj,"nice, pleasant"
1998,socialista,adj,socialist
1999,cultivo,nm,"cultivation, crop"
2000,juzgar,v,to judge
2001,suma,nf,"sum, amount, summary"
2002,cita,nf,"appointment, date, quotation"
2003,completar,v,to complete
2004,resolución,nf,resolution
2005,examen,nm,"examination, exam + o"
2006,patrón,nm,"employer, landlord, patron saint"
2007,azúcar,nm,sugar
2008,distribución,nf,distribution
2009,composición,nf,"composition, makeup, essay"
2010,diseñar,v,"to design, develop"
2011,alcalde,nm,mayor
2012,facilidad,nf,"ease, facility"
2013,inferior,adj,"lower, inferior"
2014,convocar,v,"to convene, summon"
2015,fracaso,nm,"failure, collapse"
2016,infancia,nf,"infancy, childhood"
2017,habilidad,nf,"ability, skill, talent"
2018,misterio,nm,mystery
2019,japonés,adj,Japanese
2020,solitario,adj,"solitary, lonely"
2021,adelantar,v,to move forward
2022,justamente,adv,"just, exactly"
2023,pecado,nm,sin
2024,orilla,nf,"shore, edge"
2025,cotidiano,adj,daily
2026,pedazo,nm,"piece, bit"
2027,símbolo,nm,symbol
2028,bebé,nc,baby
2029,incrementar,v,to increase
2030,primario,adj,primary
2031,efectuar,v,"to carry out, cause to happen"
2032,taller,nm,"workshop, shop"
2033,ensayo,nm,"essay, rehearsal"
2034,favorecer,v,"to favor, help"
2035,regional,adj,regional
2036,petróleo,nm,"oil, petroleum"
2037,traducir,v,to translate
2038,continuo,adj,continuous
2039,boliviano,adj,Bolivian
2040,baile,nm,"dance, ball"
2041,tiro,nm,"throw, shot"
2042,dominicano,adj,Dominican
2043,cárcel,nf,"jail, prison"
2044,detrás,adv,behind
2045,borrar,v,to erase
2046,secundario,adj,secondary
2047,carecer,v,to be without
2048,crimen,nm,"crime, murder"
2049,liberal,adj,liberal
2050,canto,nm,"singing, chant"
2051,disponible,adj,available
2052,coronel,nm,colonel
2053,invadir,v,"to invade, overcome"
2054,oponer,v,to oppose
2055,deportivo,adj,"sports, sporty"
2056,caballero,nm,"gentleman, knight"
2057,sabio,adj,"wise, learned"
2058,laboratorio,nm,laboratory
2059,oriental,adj,"Eastern, oriental"
2060,músico,nm/f,musician
2061,ampliar,v,"to enlarge, increase, expand"
2062,dama,nf,"lady, dame"
2063,material,adj,material
2064,ciego,adj,blind
2065,oficio,nm,"job, occupation, function"
2066,frecuente,adj,frequent
2067,sede,nf,"headquarters, seat"
2068,grueso,adj,thick
2069,gol,nm,goal
2070,concentrar,v,to concentrate
2071,tejido,nm,"fabric, tissue"
2072,rendir,v,[se] to give in; to render
2073,alternativa,nf,alternative
2074,claramente,adv,clearly
2075,renunciar,v,"to give up, renounce"
2076,anuncio,nm,"advertisement, announcement"
2077,encuesta,nf,"poll, survey, inquiry"
2078,admirar,v,to admire
2079,disparar,v,to shoot (at)
2080,múltiple,adj,"multiple, many"
2081,alegre,adj,"happy, lively, cheerful"
2082,piano,nm,piano
2083,virtud,nf,"virtue, quality"
2084,salto,nm,"jump, hop, skip"
2085,tela,nf,"cloth, fabric"
2086,ave,nm,bird
2087,asamblea,nf,assembly
2088,permiso,nm,"permission, permit"
2089,ancho,adj,wide
2090,mancha,nf,"stain, spot"
2091,pata,nf,"leg, paw"
2092,preparado,adj,prepared
2093,equilibrio,nm,balance
2094,núcleo,nm,"nucleus, core"
2095,oreja,nf,ear
2096,asiento,nm,"seat, chair"
2097,profundidad,nf,"depth, profundity"
2098,atractivo,adj,attractive
2099,jurar,v,"to swear, take an oath"
2100,preparación,nf,"preparation, training"
2101,aceite,nm,oil
2102,árabe,adj,Arab
2103,distrito,nm,"district, area"
2104,Internet,nm,Internet
2105,cantante,nc,singer
2106,patria,nf,"native land, fatherland"
2107,león,nm,lion
2108,sabor,nm,"taste, flavor, sensation"
2109,derivar,v,"to derive, come (from)"
2110,definitivamente,adv,"definitely, finally"
2111,global,adj,"global, overall"
2112,atmósfera,nf,"atmosphere, environment"
2113,reserva,nf,"reservation, reserve"
2114,divertir,v,"to amuse, entertain"
2115,gobernar,v,to govern
2116,cuerda,nf,"cord, rope"
2117,entrega,nf,delivery
2118,satisfacción,nf,satisfaction
2119,cadáver,nm,"corpse, body"
2120,ópera,nf,opera
2121,magnífico,adj,"magnificent, splendid"
2122,brillar,v,"to shine, twinkle, be outstanding"
2123,milagro,nm,miracle
2124,académico,adj,academic
2125,negociación,nf,negotiation
2126,paseo,nm,"walk, ride"
2127,palma,nf,"palm tree, palm"
2128,aprendizaje,nm,"learning, apprenticeship"
2129,publicidad,nf,"advertising, publicity"
2130,meta,nf,"goal, aim, purpose"
2131,impulso,nm,"impulse, momentum"
2132,acumular,v,"to accumulate, amass"
2133,onda,nf,"wave, ripple"
2134,llover,v,to rain
2135,invertir,v,to invest
2136,definición,nf,definition
2137,madrugada,nf,"dawn, daybreak"
2138,torre,nf,tower
2139,tabla,nf,"chart, board, table, plank"
2140,perfil,nm,"profile, outline"
2141,práctico,adj,"practical, skillful"
2142,disciplina,nf,"discipline, subject"
2143,móvil,adj,mobile
2144,notable,adj,"outstanding, noteworthy"
2145,especializado,adj,"specialized, skilled"
2146,significado,nm,meaning
2147,salario,nm,"salary, wages"
2148,inicial,adj,initial
2149,criatura,nf,"creature, child"
2150,pista,nf,"clue, track, trace"
2151,lago,nm,lake
2152,digno,adj,worthy
2153,rumbo,nm,"direction, course, bearing"
2154,probable,adj,probable
2155,cigarrillo,nm,cigarette
2156,orgullo,nm,pride
2157,contratar,v,"to hire, contract"
2158,instrucción,nf,instruction
2159,desempeñar,v,"to carry out, fulfill"
2160,misa,nf,(religious) Mass
2161,repartir,v,"to divide, deliver, distribute"
2162,desconocer,v,"to not know, not recognize"
2163,corrupción,nf,corruption
2164,barato,adj,inexpensive
2165,asustar,v,"to frighten, scare"
2166,pesado,adj,"heavy, boring, tiresome"
2167,inteligente,adj,intelligent
2168,padecer,v,to suffer
2169,mezcla,nf,"mixture, blend"
2170,penetrar,v,"to penetrate, come in"
2171,inspirar,v,"to inspire, inhale"
2172,adaptar,v,to adapt
2173,colectivo,adj,"collective, joint"
2174,agitar,v,"to shake, move"
2175,evidencia,nf,"evidence, certainty"
2176,finalizar,v,"to end, finalize"
2177,automóvil,nm,automobile
2178,venezolano,adj,Venezuelan
2179,caro,adj,"expensive, difficult, dear"
2180,episodio,nm,"episode, incident"
2181,cuarto,adj,fourth
2182,recientemente,adv,recently
2183,rasgo,nm,"feature, trait"
2184,latinoamericano,adj,Latin American
2185,rezar,v,"to pray, recite"
2186,concurso,nm,"competition, gathering"
2187,deber,nm,"duty, obligation"
2188,elevado,adj,"elevated, high, lofty"
2189,odiar,v,to hate
2190,calificar,v,"to grade, rate, qualify"
2191,especialista,nc,specialist
2192,gobernador,nm,governor
2193,escritura,nf,"writing, scripture"
2194,concentración,nf,"concentration, gathering"
2195,promesa,nf,promise
2196,centrar,v,"to center, focus, base (on)"
2197,detectar,v,to detect
2198,cultivar,v,"to cultivate, produce"
2199,fortuna,nf,"fortune, fate"
2200,productor,nm,producer
2201,adivinar,v,"to guess, solve"
2202,vosotros,pron,you (subj-pl/ + fam)
2203,síntoma,nm,symptom
2204,vital,adj,"vital, lively, essential"
2205,transcurrir,v,"to occur, take place"
2206,habitar,v,to inhabit
2207,rumor,nm,"rumor, murmur"
2208,colaborar,v,"to collaborate, work together"
2209,observación,nf,observation
2210,amante,nc,lover
2211,odio,nm,hatred
2212,diablo,nm,devil
2213,alianza,nf,alliance
2214,sed,nf,thirst
2215,extraer,v,"to extract, take out"
2216,valorar,v,to value
2217,sagrado,adj,sacred
2218,dibujar,v,"to draw, sketch"
2219,fundación,nf,foundation
2220,emprender,v,"to undertake, embark on"
2221,consulta,nf,"consultation, advice"
2222,cinta,nf,"tape, ribbon, film, strip"
2223,posiblemente,adv,possibly
2224,creencia,nf,belief
2225,turno,nm,"turn, shift; en t. a: around"
2226,tráfico,nm,"traffic, trade"
2227,compuesto,adj,"composite, mixed"
2228,sacudir,v,"to shake, jolt"
2229,protesta,nf,"objection, protest"
2230,abrazo,nm,"hug, embrace"
2231,igualmente,adv,equally
2232,desgracia,nf,"misfortune, bad luck"
2233,funcionamiento,nm,"functioning, operation"
2234,palo,nm,"stick, pole"
2235,aéreo,adj,"aerial, air"
2236,fundamentalmente,adv,"fundamentally, basically"
2237,cómodo,adj,"comfortable, convenient"
2238,reproducir,v,"to reproduce, repeat"
2239,secar,v,to dry
2240,lujo,nm,luxury
2241,delgado,adj,"thin, skinny"
2242,héroe,nm,hero
2243,silencioso,adj,"quiet, silent"
2244,consumidor,nm,consumer
2245,comprometer,v,to compromise
2246,fiscal,adj,"fiscal, treasury"
2247,vela,nf,"candle, sail, vigil"
2248,testimonio,nm,"testimony, evidence"
2249,estrecho,adj,narrow
2250,proteína,nf,protein
2251,locura,nf,"madness, insanity"
2252,alegrar,v,to be/make happy
2253,sillón,nm,"armchair, seat"
2254,tesis,nf,"thesis, exposition"
2255,íntimo,adj,"close, intimate"
2256,presidencial,adj,presidential
2257,adolescente,nc,adolescent
2258,talento,nm,"talent, skill"
2259,extensión,nf,"extension, area, expanse"
2260,distribuir,v,"to distribute, deliver"
2261,satisfecho,adj,satisfied
2262,nuclear,adj,nuclear
2263,horizonte,nm,horizon
2264,recurrir,v,to resort to
2265,virgen,nf,virgin
2266,retrato,nm,"portrait, photograph"
2267,claridad,nf,"clearness, clarity"
2268,izquierdo,adj,left (opposite of right)
2269,fórmula,nf,formula
2270,pelota,nf,ball
2271,existente,adj,existing
2272,precisar,v,"to do exactly, specify"
2273,solucionar,v,"to solve, settle"
2274,alrededor,adv,"about, around, round"
2275,componente,nm,"component, ingredient"
2276,dormitorio,nm,"bedroom, dormitory"
2277,denuncia,nf,accusation
2278,fábrica,nf,"factory, manufacture"
2279,respectivo,adj,respective
2280,toro,nm,bull
2281,prolongar,v,"to extend, prolong"
2282,delicado,adj,delicate
2283,cerveza,nf,"beer, ale"
2284,reaccionar,v,to react
2285,estómago,nm,stomach
2286,enterrar,v,to bury
2287,nieto,nm,grandchild
2288,dictar,v,"to dictate, announce"
2289,sombrero,nm,"hat, sombrero"
2290,creador,nm,creator
2291,técnico,nm/f,technician
2292,progreso,nm,progress
2293,academia,nf,academy
2294,vientre,nm,"womb, belly"
2295,apariencia,nf,"appearance, aspect"
2296,alcohol,nm,alcohol
2297,sacrificio,nm,sacrifice
2298,danza,nf,dance
2299,compositor,nm/f,composer
2300,concepción,nf,conception
2301,seno,nm,"breast, bosom, cavity"
2302,terror,nm,"terror, horror"
2303,bomba,nf,"bomb, explosion, pump"
2304,seguro,nm,insurance
2305,arquitecto,nm/f,architect
2306,entusiasmo,nm,enthusiasm
2307,desprender,v,"to detach, release, remove"
2308,murmurar,v,"to murmur, whisper, mutter"
2309,adiós,interj,goodbye
2310,armado,adj,armed
2311,colaboración,nf,collaboration
2312,exceso,nm,excess
2313,liga,nf,"league, elastic band"
2314,mapa,nm,map
2315,ceremonia,nf,ceremony
2316,pasillo,nm,"hall, corridor"
2317,inquietud,nf,"restlessness, anxiety"
2318,agrícola,adj,"agricultural, farming"
2319,ejecutivo,adj,executive
2320,limitado,adj,limited
2321,postura,nf,"posture, position, attitude"
2322,presidencia,nf,presidency
2323,conservador,adj,conservative
2324,proyectar,v,to project
2325,paquete,nm,"package, packet"
2326,margen,nmf,"edge, margin, border, brink"
2327,camión,nm,"truck, van, tanker"
2328,creciente,adj,"growing, increasing"
2329,guía,nc,"guide, leader"
2330,galería,nf,"gallery, balcony"
2331,conexión,nf,"connection, relationship"
2332,agotar,v,"to exhaust, wear out, run out"
2333,prender,v,"to turn on, apprehend"
2334,dispositivo,nm,"device, mechanism"
2335,organizado,adj,organized
2336,verso,nm,"verse, poem"
2337,bañar,v,"to bathe, take a bath"
2338,abarcar,v,"to encompass, comprise"
2339,fantasía,nf,"fantasy, fancy"
2340,establecimiento,nm,establishment
2341,complicado,adj,"complicated, complex"
2342,mueble,nm,(piece of) furniture
2343,dieta,nf,diet
2344,trato,nm,"treatment, manner, agreement"
2345,leyenda,nf,legend
2346,borracho,adj,drunk
2347,vengar,v,"to take revenge, avenge"
2348,soviético,adj,Soviet
2349,señorita,nf,young woman
2350,huella,nf,"trace, track, footstep"
2351,corregir,v,"to correct, rectify"
2352,suspender,v,"to suspend, hang, fail"
2353,media,nf,average; a m.: halfways
2354,legislativo,adj,legislative
2355,fallar,v,"to fail, miss"
2356,intensidad,nf,"intensity, force"
2357,paciencia,nf,patience
2358,derrota,nf,"defeat, loss"
2359,garganta,nf,"throat, gorge"
2360,favorito,adj,favorite
2361,ambiental,adj,environmental
2362,concebir,v,"to conceive, understand"
2363,misterioso,adj,mysterious
2364,evaluación,nf,"evaluation, assessment"
2365,mejilla,nf,cheek
2366,garantía,nf,"guarantee, warranty"
2367,clavar,v,to nail
2368,vocación,nf,"vocation, calling"
2369,combatir,v,to fight against
2370,seleccionar,v,to select
2371,tragedia,nf,tragedy
2372,promedio,nm,"average, middle"
2373,feo,adj,"ugly, nasty, rude"
2374,mando,nm,"command, authority"
2375,infinito,adj,infinite
2376,titular,nm,"headline, holder"
2377,pálido,adj,"pale, ghastly, faded"
2378,oculto,adj,"hidden, occult"
2379,tonto,adj,"stupid, dumb"
2380,transformación,nf,transformation
2381,circular,v,"to circulate, go around, flow"
2382,satisfacer,v,to satisfy
2383,provenir,v,"to come from, be from"
2384,lógico,adj,logical
2385,herido,adj,wounded (person)
2386,fácilmente,adv,easily
2387,inclusive,adv,"including, even"
2388,ideal,adj,ideal (goal)
2389,alterar,v,"to alter, modify"
2390,computadora,nf,computer
2391,gota,nf,drop
2392,sudor,nm,"sweat, perspiration"
2393,virus,nm,virus
2394,escritorio,nm,"desk, bureau"
2395,habla,nf (el),"speech, talking"
2396,personalmente,adv,personally
2397,dignidad,nf,dignity
2398,profundamente,adv,"profoundly, deeply"
2399,tecnológico,adj,technological
2400,broma,nf,joke
2401,maravilla,nf,"wonder, marvel"
2402,característico,adj,characteristic
2403,esencia,nf,essence
2404,transportar,v,"to transport, carry"
2405,estallar,v,"to break out, explode, start"
2406,socio,nm/f,"member, partner"
2407,conquistar,v,"to conquer, win (over)"
2408,nocturno,adj,"nocturnal, evening"
2409,enlace,nm,"link, connection, bond"
2410,mierda,nf,"shit, crap, excrement"
2411,catorce,num,fourteen
2412,apertura,nf,"opening, beginning"
2413,desesperado,adj,"desperate, hopeless"
2414,constitucional,adj,constitutional
2415,formal,adj,"formal, polite"
2416,oeste,nm,west
2417,obedecer,v,to obey
2418,sentencia,nf,"(legal) sentence, judgment"
2419,acomodar,v,to be/make comfortable
2420,sólido,adj,"solid, strong"
2421,sobrar,v,"to be too much, left over"
2422,guiar,v,"to guide, lead, steer"
2423,nave,nf,"spacecraft, ship"
2424,interesado,adj,(self-) interested
2425,ola,nf,"wave, billow"
2426,porcentaje,nm,percentage
2427,localizar,v,"to locate, find, localize"
2428,visitante,nc,visitor
2429,explotar,v,"to explode, exploit"
2430,sueldo,nm,"salary, pay"
2431,eficaz,adj,effective
2432,descanso,nm,"rest, interval, break"
2433,expulsar,v,"to expel, throw out"
2434,hábito,nm,habit
2435,euro,nm,euro
2436,avisar,v,"to inform, announce"
2437,pasaje,nm,"fare, passage, lane"
2438,espectador,nm,"spectator, onlooker"
2439,promoción,nf,promotion
2440,costado,nm,"side, flank"
2441,doctrina,nf,"doctrine, teachings"
2442,exportación,nf,"export, exportation"
2443,anteriormente,adv,previously
2444,defecto,nm,defect
2445,preocupado,adj,"worried, concerned"
2446,bandera,nf,flag
2447,agricultura,nf,"agriculture, farming"
2448,pisar,v,to step on
2449,curar,v,to cure
2450,corona,nf,crown
2451,doblar,v,"to bend, turn"
2452,gubernamental,adj,governmental
2453,partícula,nf,particle
2454,extremo,adj,extreme
2455,atrapar,v,"to trap, catch"
2456,ascender,v,"to ascend, be promoted"
2457,sospechar,v,"to suspect, suppose"
2458,comparación,nf,comparison
2459,noventa,num,ninety
2460,cesar,v,"to cease, stop"
2461,eco,nm,"echo, response"
2462,escolar,adj,"school, scholastic"
2463,parlamento,nm,"parliament, dialogue"
2464,regular,v,"to regulate, adjust"
2465,divertido,adj,"funny, amusing"
2466,desierto,nm,desert
2467,novedad,nf,"latest news, newness"
2468,incremento,nm,"increase, raise"
2469,foro,nm,forum
2470,redondo,adj,round
2471,castigo,nm,"punishment, penalty"
2472,abordar,v,"to board, get in/on"
2473,boda,nf,"marriage, wedding"
2474,castigar,v,to punish
2475,prisa,nf,hurry
2476,civilización,nf,civilization
2477,tragar,v,to swallow
2478,depósito,nm,"deposit, sediment"
2479,basura,nf,"garbage, rubbish"
2480,escándalo,nm,scandal
2481,tranquilidad,nf,"tranquility, peace"
2482,conveniencia,nf,"convenience, usefulness"
2483,genético,adj,genetic
2484,combinación,nf,combination
2485,liberación,nf,liberation
2486,pintado,adj,painted
2487,biblia,nf,Bible
2488,digital,adj,digital
2489,llanto,nm,"crying, weeping"
2490,mentir,v,to (tell a) lie
2491,sindicato,nm,trade union
2492,aeropuerto,nm,airport
2493,fallecer,v,to pass away (to die)
2494,vegetal,adj,"plant, vegetable"
2495,lamentar,v,to regret
2496,desplazar,v,"to replace, move, shift"
2497,beneficiar,v,to benefit
2498,complicar,v,"to complicate, make difficult"
2499,marino,adj,"marine, naval"
2500,rabia,nf,rage
2501,fantástico,adj,"fantastic, unreal"
2502,escultura,nf,"sculpture, carving"
2503,manejo,nm,"handling, management"
2504,combate,nm,"combat, battle, fight"
2505,incapaz,adj,incapable
2506,difundir,v,to spread (out)
2507,tumba,nf,"tomb, grave"
2508,exclusivo,adj,exclusive
2509,multitud,nf,multitude
2510,aspirar,v,"to aspire, want"
2511,evaluar,v,"to evaluate, assess"
2512,suelto,adj,loose
2513,contigo,pron,with you
2514,fantasma,nm,"ghost, phantom"
2515,copia,nf,copy
2516,agudo,adj,"sharp, acute"
2517,violar,v,"to violate, trespass, rape"
2518,mágico,adj,"magic, magical"
2519,procedente,adj,coming (from)
2520,horrible,adj,horrible
2521,doméstico,adj,domestic
2522,horario,nm,"schedule, timetable"
2523,calentar,v,"to warm, heat"
2524,depositar,v,"to deposit, place, store"
2525,conquista,nf,conquest
2526,flotar,v,"to float, flutter"
2527,exclusivamente,adv,exclusively
2528,parecer,nm,"opinion, looks"
2529,despierto,adj,awake
2530,reto,nm,"challenge, defiance"
2531,ridículo,adj,"ridiculous, absurd"
2532,desastre,nm,disaster
2533,utilización,nf,"use, utilization"
2534,requisito,nm,"prerequisite, requirement"
2535,originar,v,"to give rise (to), cause"
2536,encabezar,v,"to head, lead (off)"
2537,optar,v,"to choose, opt for"
2538,extenso,adj,"extensive, large"
2539,gen,nm,gene
2540,índice,nm,"index, forefinger"
2541,dorado,adj,"golden, gold-plated"
2542,cena,nf,dinner
2543,consideración,nf,"consideration, regard"
2544,plataforma,nf,"platform, springboard"
2545,castillo,nm,castle
2546,semilla,nf,seed
2547,rural,adj,"rural, country"
2548,miseria,nf,"misery, wretchedness"
2549,turismo,nm,tourism
2550,humilde,adj,"humble, modest"
2551,vendedor,nm/f,salesperson
2552,té,nm,tea
2553,supremo,adj,supreme
2554,examinar,v,"to examine, inspect"
2555,orientación,nf,"orientation, direction"
2556,relativamente,adv,relatively
2557,varón,nm,"male, man"
2558,visible,adj,visible
2559,productivo,adj,"productive, profitable"
2560,cerro,nm,hill
2561,reflexionar,v,"to reflect, consider on"
2562,muñeca,nf,"doll, wrist"
2563,diferenciar,v,"to differentiate, distinguish"
2564,huelga,nf,"strike, protest"
2565,reducción,nf,reduction
2566,seguidor,nm,"follower, supporter, fan"
2567,residencia,nf,residence
2568,instancia,nf,instance
2569,sierra,nf,"mountain range, saw"
2570,asesinar,v,"to murder, assassinate"
2571,seguida,adv,"en s.: right away, at once"
2572,propietario,nm,owner
2573,autónomo,adj,autonomous
2574,lección,nf,lesson
2575,reemplazar,v,to replace
2576,apellido,nm,last name
2577,alimentación,nf,"feeding, food"
2578,uña,nf,"nail, fingernail, toenail"
2579,proporción,nf,proportion
2580,docente,nc,teacher
2581,estadio,nm,stadium
2582,oriente nm East,,
2583,auxiliar,nm/f,"aide, auxiliary"
